epoch,train_loss,train_accuracy,train_macro_f1,val_loss,val_accuracy,val_macro_f1
1,1.8871331016222637,0.041666666666666664,0.013333333333333334,1.7930135528246562,0.16666666666666666,0.048484848484848485
