epoch,global_step,train_running_loss,val_loss,val_softmax_accuracy,val_softmax_macro_f1,val_contains_true_rate,val_priority_primary_accuracy,val_candidate_macro_accuracy,val_candidate_macro_f1,val_avg_predicted_labels
1,4000,0.995555862521287,1.017781568392131,0.7552631578947369,0.7531938706370438,0.8078947368421052,0.7197368421052631,0.9594875346260385,0.6939818228556189,1.3855263157894737
1,8000,0.9888172806024086,0.992929122842064,0.7631578947368421,0.761684257339369,0.8065789473684211,0.7144736842105263,0.9591412742382269,0.6920722188870779,1.3894736842105264
1,12000,0.9712010749365048,0.9784904672764242,0.7605263157894737,0.7591094738946612,0.8105263157894737,0.718421052631579,0.9592797783933517,0.6946966597509058,1.394736842105263
1,16000,0.9670564643591643,0.9655696125014832,0.7618421052631579,0.7606985153893001,0.8131578947368421,0.7171052631578947,0.959349030470914,0.6951503087862624,1.3986842105263158
1,20000,0.9620794897654443,0.955145810769969,0.7644736842105263,0.763066713089433,0.8144736842105263,0.7157894736842105,0.9592105263157895,0.6941654821910729,1.4039473684210526
1,24000,0.9518953478704886,0.9480055426786604,0.7644736842105263,0.763131185328576,0.8157894736842105,0.7157894736842105,0.9591412742382271,0.6948149913308889,1.4078947368421053
1,28000,0.9413152309308145,0.9425455067992995,0.7671052631578947,0.7658604122256171,0.8184210526315789,0.7171052631578947,0.9594182825484765,0.6967501694768704,1.4078947368421053
1,32000,0.9399089547415425,0.9375483906582782,0.7710526315789473,0.7695403350165184,0.8210526315789474,0.718421052631579,0.9594875346260385,0.6978583270049251,1.4118421052631578
1,36000,0.9336867887198395,0.934165290282353,0.7697368421052632,0.7681360639129015,0.8223684210526315,0.718421052631579,0.9594875346260385,0.6984166403756796,1.4144736842105263
1,40000,0.926467109151528,0.9300703360944202,0.7736842105263158,0.7721391950438982,0.825,0.7197368421052631,0.9596260387811633,0.6998801638335764,1.4171052631578946
1,44000,0.9241941821516905,0.9265874710130064,0.7763157894736842,0.77459004497737,0.8236842105263158,0.718421052631579,0.9593490304709139,0.6978731790828197,1.4197368421052632
1,48000,0.9186546814916219,0.9227009948245004,0.7736842105263158,0.7721303954418085,0.8263157894736842,0.718421052631579,0.9595567867036008,0.6997934541702816,1.4210526315789473
1,52000,0.9161670091093894,0.9185875885972851,0.7763157894736842,0.7746697659252801,0.8289473684210527,0.7197368421052631,0.9596952908587257,0.7012544728515024,1.4236842105263159
1,56000,0.913209075487909,0.9161239479129252,0.7776315789473685,0.7760776265616914,0.8302631578947368,0.7210526315789474,0.9595567867036008,0.7010247043337983,1.4289473684210525
1,60000,0.908805761590437,0.9131941442819018,0.7776315789473685,0.7760776265616914,0.8302631578947368,0.7210526315789474,0.9596260387811633,0.7014817939260729,1.4276315789473684
1,64000,0.904970028760421,0.9106174349392715,0.7789473684210526,0.7772478179474003,0.8315789473684211,0.718421052631579,0.9594875346260385,0.7011060293018344,1.4328947368421052
1,68000,0.9023754797425423,0.9072813206597379,0.7776315789473685,0.7760776265616914,0.8315789473684211,0.7171052631578947,0.9593490304709139,0.7004892081309811,1.4355263157894738
1,72000,0.9047863188977483,0.9034382402798847,0.7802631578947369,0.7784418916483992,0.8355263157894737,0.7210526315789474,0.959626038781163,0.702841096602533,1.438157894736842
1,76000,0.9016054193808293,0.9009841018895569,0.7802631578947369,0.7784418916483992,0.8355263157894737,0.7210526315789474,0.9596952908587255,0.7030273000880295,1.436842105263158
1,80000,0.9014288741239986,0.8978610566964275,0.7789473684210526,0.7771591477981165,0.8355263157894737,0.7210526315789474,0.9596952908587255,0.7029348683352276,1.436842105263158
1,84000,0.902520243417297,0.8962207818599908,0.7789473684210526,0.7770865214358217,0.8355263157894737,0.7197368421052631,0.9596260387811633,0.7023277156166252,1.438157894736842
1,88000,0.8987275711480258,0.895002999715507,0.7802631578947369,0.7785086460343291,0.8368421052631579,0.7197368421052631,0.959764542936288,0.703785496954943,1.438157894736842
1,92000,0.89675416965956,0.8918454689807014,0.7776315789473685,0.7762290251086249,0.8355263157894737,0.7171052631578947,0.959349030470914,0.7010680897253704,1.443421052631579
