epoch,train_loss,train_accuracy,train_macro_f1,val_loss,val_accuracy,val_macro_f1,val_21AvB_accuracy,val_21AvB_support,val_AF_accuracy,val_AF_support,val_AtCou_accuracy,val_AtCou_support,val_AtRun_accuracy,val_AtRun_support,val_ComHB_accuracy,val_ComHB_support,val_EctAR_accuracy,val_EctAR_support,val_EctAt_accuracy,val_EctAt_support,val_EctVe_accuracy,val_EctVe_support,val_Idiov_accuracy,val_Idiov_support,val_JuRhy_accuracy,val_JuRhy_support,val_Noise_accuracy,val_Noise_support,val_PaRhy_accuracy,val_PaRhy_support,val_Pause_accuracy,val_Pause_support,val_SArrh_accuracy,val_SArrh_support,val_SRhy_accuracy,val_SRhy_support,val_SVT_accuracy,val_SVT_support,val_VT_accuracy,val_VT_support,val_VeCou_accuracy,val_VeCou_support,val_Wenck_accuracy,val_Wenck_support
1,1.1931619311188844,0.630253900562658,0.6162210146891269,1.4862352228164672,0.53546875,0.5237597193821812,0.2894356005788712,691,0.6859623733719248,691,0.3921852387843705,691,0.33285094066570187,691,0.9232995658465991,691,0.6454413892908828,691,0.32850940665701883,691,0.23299565846599132,691,0.14402173913043478,368,0.7250361794500724,691,0.8277858176555717,691,0.9044862518089725,691,0.4573082489146165,691,0.39855072463768115,690,0.3927536231884058,690,0.7797101449275362,690,0.263768115942029,690,0.6710144927536232,690,0.5956521739130435,690
