epoch,train_loss,train_accuracy,train_macro_f1,val_loss,val_accuracy,val_macro_f1,train_diagnosis_only_accuracy,train_diagnosis_only_macro_f1,val_diagnosis_only_accuracy,val_diagnosis_only_macro_f1,val_21AvB_accuracy,val_21AvB_support,val_AF_accuracy,val_AF_support,val_AtCou_accuracy,val_AtCou_support,val_AtRun_accuracy,val_AtRun_support,val_ComHB_accuracy,val_ComHB_support,val_EctAR_accuracy,val_EctAR_support,val_EctAt_accuracy,val_EctAt_support,val_EctVe_accuracy,val_EctVe_support,val_Idiov_accuracy,val_Idiov_support,val_JuRhy_accuracy,val_JuRhy_support,val_Noise_accuracy,val_Noise_support,val_PaRhy_accuracy,val_PaRhy_support,val_Pause_accuracy,val_Pause_support,val_SArrh_accuracy,val_SArrh_support,val_SRhy_accuracy,val_SRhy_support,val_SVT_accuracy,val_SVT_support,val_VT_accuracy,val_VT_support,val_VeCou_accuracy,val_VeCou_support,val_Wenck_accuracy,val_Wenck_support
1,2.935184580715079,0.0,0.0,2.9609936714172362,0.05,0.007518796992481204,0.0,0.0,0.05263157894736842,0.007936507936507938,0.0,2,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1
